Brand,Model,Year,Mileage_kmpl,Engine_CC,Horsepower,Fuel_Type,Transmission,Owner_Type,Color,City,Kms_Driven,Insurance_Valid,Service_History,Accidents,Tax_Paid,Number_of_Doors,Seats,Registration_Age,Price
Hyundai,Verna,2012,25.61934889,1881.405014,157.8833656,Diesel,Automatic,First,Red,Delhi,204438,1,1,0,0,4,5,13,642897.2719
Kia,Seltos,2009,24.57762632,1167.906363,82.20207627,Petrol,Manual,Second,White,,244736,1,1,1,1,4,4,16,525132.7182
Kia,Seltos,2010,26.03934096,1205.665105,76.93498023,Petrol,Manual,Second,Black,Kolkata,255600,0,1,0,0,4,5,15,244479.3397
Hyundai,Verna,2008,25.58369597,1692.180179,,CNG,Manual,Fourth+,Silver,Pune,88128,0,1,0,1,4,5,17,887019.2189
Toyota,Camry,2015,15.45421394,2134.745552,192.8621637,Diesel,Manual,Fourth+,Black,Bangalore,68740,1,1,0,1,4,4,10,779250.9356
Kia,Carens,2005,20.17955754,1437.778097,133.7399165,Diesel,Manual,First,White,Pune,447300,1,1,1,1,5,5,20,768017.7117
Ford,Endeavour,2015,25.80836084,1985.794646,170.8724615,Petrol,,First,Brown,Delhi,73190,1,1,0,1,4,5,10,758038.1955
Ford,Endeavour,2014,,1049.735919,58.8927251,Diesel,Manual,First,Blue,Pune,93049,1,0,0,1,4,5,11,349986.6038
Toyota,Yaris,2014,22.05276245,2059.679628,154.5682916,Diesel,Automatic,First,Brown,Hyderabad,109989,1,0,0,1,4,5,11,1026299.104
Mercedes,GLA,2012,12.96830214,1840.435513,141.2669351,Diesel,Automatic,First,Blue,,168909,0,1,0,1,4,5,13,3305183.137
Skoda,Octavia,2020,22.14840287,1309.857567,103.5787868,Hybrid,Automatic,First,Red,Hyderabad,121150,1,0,0,0,4,5,5,665878.8281
Tata,Punch,2004,9.264645337,933.9576592,67.71925525,,Automatic,First,Silver,Kolkata,290052,0,0,1,1,4,5,21,66589.97451
Honda,City,2020,21.02602699,1326.409773,103.8936511,CNG,,First,Brown,Ahmedabad,90730,1,1,0,1,4,5,5,868981.4764
BMW,X1,2019,19.27762565,1319.249145,94.6052116,Diesel,Manual,First,,Kolkata,143742,0,1,0,1,4,5,6,1573379.88
Mahindra,XUV700,2010,17.93085291,1187.970837,109.0071002,Petrol,Manual,Second,White,Hyderabad,287235,1,1,0,1,4,5,15,718160.25
Volkswagen,Virtus,2005,12.99897323,800,,Petrol,Manual,First,White,Delhi,389720,1,1,0,1,2,5,20,61510.44972
Mahindra,Scorpio,2002,18.71122913,1573.54016,113.3584946,Diesel,Automatic,Second,Red,Chennai,266524,1,1,0,1,4,2,23,279825.8309
Audi,A4,2005,20.29949244,2039.113491,174.7334043,Diesel,Automatic,Second,Brown,,471140,1,0,0,1,4,5,20,720058.5736
Ford,Endeavour,2000,20.30781372,1233.203034,145.693133,Petrol,,First,Black,Delhi,310275,1,1,1,1,4,5,25,50000
Mahindra,Bolero,2005,20.56500309,,121.6670388,,Manual,First,White,Ahmedabad,472800,1,1,1,1,4,5,20,50000
Ford,Endeavour,2020,17.47267186,918.8169978,74.58875092,Electric,Manual,Second,Grey,Hyderabad,102640,1,1,0,1,5,5,5,609895.2102
Skoda,Slavia,2012,20.82683357,800,61.66128199,CNG,Manual,Second,Red,Chennai,285935,1,1,1,1,4,2,13,176899.6271
Honda,Civic,2024,11.75435884,1044.293898,,Petrol,Manual,First,White,Chennai,8069,1,0,0,1,5,5,1,492121.3627
BMW,3 Series,2005,22.86311436,1977.039317,132.1799984,Petrol,Automatic,First,,Ahmedabad,193460,1,1,0,1,4,5,20,3054107.099
Tata,Harrier,2010,16.07518018,1364.16483,91.54877703,Diesel,Automatic,Second,Red,Pune,98595,1,1,0,1,4,5,15,439795.3534
Audi,Q5,2015,19.08476849,800,49.32306861,Petrol,Manual,First,Brown,Chennai,206240,1,1,0,0,4,4,10,2691557.346
Nissan,Kicks,2021,,1771.309115,167.956302,Diesel,Manual,Third,,Hyderabad,80760,1,1,1,0,4,5,4,1434267.836
Volkswagen,Virtus,2014,19.19235588,,109.0544856,Hybrid,Manual,First,Brown,Chennai,230054,1,1,1,1,4,5,11,645183.2177
Kia,Carens,2007,17.07936969,1363.855984,119.1258737,Electric,Manual,Third,White,,208566,1,0,1,1,4,4,18,289651.9164
Nissan,Magnite,2001,22.46971387,,103.7831495,Petrol,Manual,Second,White,Mumbai,334488,1,0,1,1,5,5,24,50000
Ford,Figo,2001,11.60750597,1102.245362,77.69581241,Petrol,Manual,First,Grey,Hyderabad,478968,1,1,0,0,4,5,24,74681.30276
Nissan,Magnite,2016,20.29672547,1736.127348,109.8165972,Diesel,,First,Red,Delhi,70866,1,1,0,1,5,5,9,520810.8186
Honda,Amaze,2005,9.307157868,1420.876643,107.13048,Petrol,Manual,First,Blue,Mumbai,107380,1,1,1,1,5,5,20,139286.2403
Toyota,Corolla,2003,14.14605492,1870.210149,145.7902451,Hybrid,Manual,First,Brown,Hyderabad,376156,1,1,0,1,4,5,22,50000
Audi,A4,2002,17.27111182,2074.27338,169.5379159,,Automatic,First,White,Chennai,366597,1,1,0,1,4,5,23,898619.2737
Mercedes,GLA,2010,21.51124318,1025.505194,,,Automatic,Third,Brown,Delhi,121665,1,0,0,1,4,5,15,949208.1235
Skoda,Kushaq,2024,,,85.8910205,Petrol,Manual,First,Black,Hyderabad,18234,1,1,0,1,4,5,1,1484160.746
Skoda,Slavia,2012,16.34721102,1436.912541,99.4636592,PETROL,Automatic,First,Red,Bangalore,299013,1,1,0,1,4,5,13,606275.711
Mercedes,C-Class,2016,20.99647962,1725.504355,120.6177451,Diesel,Manual,First,Blue,Ahmedabad,97479,1,0,0,1,5,7,9,2431079.1
Toyota,Corolla,2002,22.11091992,1944.621602,154.2307482,Petrol,Manual,First,Silver,Delhi,403673,1,1,0,1,4,7,23,50000
Toyota,Yaris,2011,16.80908426,1859.303104,123.8732838,Electric,Manual,First,Red,Hyderabad,135128,1,1,1,1,5,5,14,1071668.644
BMW,3 Series,2015,17.74048194,1567.100713,136.5865616,Petrol,Automatic,Fourth+,Brown,Delhi,180290,1,1,0,1,5,5,10,3533214.691
Nissan,Sunny,2001,17.73104683,987.0428065,90.17510498,Petrol,Manual,First,Blue,Ahmedabad,206568,1,1,0,1,5,5,24,50000
Kia,Sonet,2004,14.47469882,1893.526399,143.9356155,Petrol,Automatic,First,Blue,Kolkata,198807,1,1,0,0,4,5,21,50000
Volkswagen,Virtus,2020,12.42214981,1746.241479,151.9593662,CNG,Manual,First,,Delhi,58675,1,1,0,1,5,5,5,1655473.875
Kia,Carens,2012,15.60074491,1527.91685,144.4079134,Electric,Automatic,Second,Blue,Ahmedabad,145262,1,0,0,0,5,2,13,207874.8719
Tata,Harrier,2003,,1708.178089,134.577244,CNG,Automatic,Third,White,Bangalore,403128,1,1,1,1,4,7,22,298780.5857
Ford,Figo,2000,24.15505861,1007.865428,93.18314217,CNG,Automatic,Second,Blue,Hyderabad,292000,0,0,0,1,5,5,25,332537.2054
Tata,Harrier,2007,18.17569367,1162.712894,136.0447701,Diesel,,Second,Brown,Hyderabad,246186,1,1,1,1,4,7,18,606172.2489
Tata,Harrier,2017,20.01495267,1534.316007,119.0359597,Diesel,Automatic,First,White,Kolkata,126232,1,1,0,1,4,5,8,682652.8024
Tata,Harrier,2015,23.47758041,968.6229207,102.5991301,Petrol,Automatic,First,Blue,Ahmedabad,135720,1,1,0,1,5,5,10,284565.7984
BMW,X1,2002,16.21441632,1284.261971,108.7832099,Petrol,Manual,Second,White,Ahmedabad,462622,0,1,0,0,5,5,23,466098.6318
Skoda,Octavia,2012,17.16967385,1046.264046,69.97669202,,Manual,Fourth+,Blue,Delhi,319488,1,1,0,1,4,7,13,950633.2497
BMW,3 Series,2017,19.74231213,800,67.51609767,Petrol,Automatic,Third,Brown,Chennai,51304,1,1,0,1,4,5,8,2611711.867
Audi,A4,2009,19.37948375,1796.319842,145.4617289,Petrol,Automatic,Second,Silver,Delhi,216000,1,0,0,1,5,5,16,2996254.139
Honda,City,2016,19.79061743,2017.705905,125.2243366,Diesel,Manual,Second,,,119601,1,1,0,1,5,5,9,909897.7518
Honda,Amaze,2000,19.98666183,1393.013685,89.26177277,Diesel,Manual,First,Black,Bangalore,560725,1,1,0,1,5,5,25,50000
BMW,X1,2019,21.45909021,1255.837762,83.84992733,Electric,Manual,Second,Brown,Chennai,85368,1,1,0,1,5,5,6,2140590.474
Ford,EcoSport,2007,18.11162267,1668.383592,124.006506,Petrol,Manual,First,Brown,Hyderabad,292464,1,1,0,0,4,5,18,435971.3404
Mercedes,E-Class,2001,10.74412046,,,,Manual,Third,Blue,,523704,0,1,1,1,5,4,24,2265559.349
Honda,Civic,2005,,1347.136039,116.9975131,Diesel,Automatic,Second,,Kolkata,304620,1,1,0,1,5,7,20,573996.1406
Kia,Carens,2003,,1159.629053,118.5288344,Petrol,Automatic,First,Blue,Kolkata,3509352,1,1,0,1,5,5,22,4816403.8
Ford,Endeavour,2022,15.64400868,800,71.11327834,Petrol,Manual,First,Black,Pune,74874,1,1,0,1,4,5,3,1221702.659
Toyota,Corolla,2007,19.94369109,1300.740058,116.3627526,Electric,Manual,Second,White,,162234,1,0,0,1,5,7,18,842826.8535
Tata,Harrier,2019,20.68234465,1461.267461,85.42198903,Petrol,Manual,Third,Blue,Delhi,85464,1,1,0,1,4,5,6,792094.3593
Skoda,Octavia,2024,11.18760113,1515.178882,121.4565196,Diesel,Automatic,First,Black,Pune,19735,1,1,0,1,5,5,1,999750.2103
BMW,3 Series,2002,18.18325378,1890.044153,177.6668818,Petrol,Automatic,Third,,Kolkata,335777,1,1,0,1,4,5,23,985143.0983
Skoda,Kushaq,2005,16.59273646,1192.162406,70.30851649,Diesel,Manual,First,Grey,Ahmedabad,499580,1,1,0,1,4,5,20,162267.7591
Hyundai,Creta,2001,18.24806664,1246.702479,96.36963758,Petrol,Manual,First,Red,Mumbai,380448,1,0,0,1,5,5,24,50000
Mahindra,Bolero,2021,25.59561444,2020.92487,161.0927326,Petrol,Automatic,Second,Blue,Mumbai,60476,1,0,0,1,4,5,4,1430311.31
Toyota,Camry,2012,16.79869065,1595.602993,121.6263785,Diesel,Manual,First,Blue,Chennai,101335,1,1,1,1,4,7,13,821531.6846
Audi,A4,2012,11.40327767,952.9195621,92.51530308,Petrol,,First,Red,Hyderabad,140842,1,0,0,0,4,5,13,2244515.348
Volkswagen,Polo,2022,12.39266118,944.4240198,143.2269283,Diesel,Manual,First,Brown,Bangalore,59430,1,1,0,0,4,7,3,1199262.693
Kia,Carens,2003,19.60919193,1381.634108,96.84639313,Diesel,Manual,Second,Red,Pune,414656,1,0,0,1,4,5,22,257704.3601
Ford,Figo,2005,15.89273165,1267.808148,70.95933341,CNG,Manual,First,Silver,Pune,352620,1,1,0,1,4,7,20,531543.9056
Toyota,Corolla,2011,14.56865131,1614.786659,82.99626091,Petrol,Manual,First,Silver,Delhi,221522,0,1,1,1,5,7,14,371492.9016
Honda,Amaze,2006,16.89545653,862.385001,67.89753996,Petrol,Automatic,First,Blue,Pune,150727,1,1,1,1,4,5,19,164003.4776
Ford,EcoSport,2002,11.61030349,,89.4351166,Petrol,Manual,First,Silver,Ahmedabad,344632,1,1,1,0,4,5,23,78313.82099
Skoda,Kushaq,2009,14.6453838,1747.980016,151.1267041,Petrol,Manual,First,,Bangalore,326192,1,1,1,0,5,5,16,100196.7365
Mercedes,E-Class,2003,19.76843236,1898.131222,175.2770283,Diesel,Manual,Third,,Chennai,304524,1,1,0,1,4,7,22,1961378.338
BMW,3 Series,2016,20.34833605,1473.409764,149.0797455,Diesel,,Fourth+,Blue,Delhi,145296,1,1,0,1,4,7,9,1190370.266
Kia,Sonet,2013,19.38371739,800,102.7642315,Diesel,Manual,Second,Silver,Kolkata,208668,1,0,1,1,4,5,12,907366.9416
BMW,3 Series,2015,14.59409714,1621.8627,121.1405516,Petrol,Manual,Second,White,,111410,1,1,0,1,4,2,10,3465306.224
Toyota,Yaris,2007,21.0808173,,70.11215458,CNG,Manual,First,Grey,Mumbai,219636,1,1,0,1,4,5,18,275775.0627
Mahindra,XUV700,2014,16.19702397,2105.726809,162.3874643,Petrol,Automatic,Second,,Mumbai,220770,0,0,0,1,5,5,11,328076.858
Skoda,Octavia,2024,,,75.53192858,CNG,Manual,First,Blue,,8324,1,0,0,1,4,5,1,833153.1906
Tata,Nexon,2014,15.61348906,1898.804387,142.6868465,Petrol,Manual,First,Red,Hyderabad,68805,1,1,0,1,4,5,11,1063189.967
Mercedes,E-Class,2022,16.60222817,,147.9496373,Petrol,Manual,Second,White,Chennai,74286,1,0,0,1,4,7,3,2040974.348
Audi,Q3,2004,,1457.574394,121.211223,Electric,Automatic,First,Brown,Bangalore,208635,1,1,2,1,4,5,21,2655786.42
Mahindra,Bolero,2000,20.48841468,1851.561653,112.535992,Petrol,Manual,Second,Silver,Bangalore,446600,0,1,0,1,5,5,25,50000
Audi,Q3,2019,14.99027149,1563.119124,,Petrol,Manual,Second,Blue,Bangalore,39060,1,1,1,1,4,5,6,1721824.249
Volkswagen,Polo,2020,17.43746593,1731.065335,123.4687497,Petrol,Manual,First,,Chennai,47380,1,1,0,1,4,5,5,794852.969
Volkswagen,Virtus,2002,7.231458217,1227.512578,92.1882392,Diesel,Manual,First,Red,,465704,1,0,0,0,5,5,23,463907.4668
Honda,Amaze,2018,20.69422246,1196.662272,112.3589536,Petrol,Automatic,First,Grey,Mumbai,62650,1,0,1,1,4,4,7,899276.8341
Skoda,Octavia,2012,13.14983175,800,64.86050095,Petrol,Manual,First,White,Ahmedabad,95303,1,1,0,1,5,5,13,1128203.369
Kia,Sonet,2006,,2379.417716,180.5699443,CNG,Automatic,Fourth+,Black,Chennai,427728,1,0,0,1,4,5,19,788297.7316
Skoda,Slavia,2002,24.18522731,1778.947699,131.6021607,Petrol,Automatic,Third,Silver,Kolkata,224641,1,1,1,1,4,5,23,656928.9018
Ford,Figo,2013,17.86946173,1832.041726,,Diesel,Automatic,First,White,Ahmedabad,68436,1,1,0,1,4,5,12,898616.1985
BMW,X1,2013,24.95964432,1320.243126,114.8527359,Petrol,Automatic,Fourth+,Blue,Ahmedabad,135096,0,0,1,1,4,5,12,1106433.136
Nissan,Sunny,2016,18.59598898,1536.026138,109.9480322,Diesel,Manual,First,Black,,84843,1,1,0,0,4,5,9,1008971.233
Toyota,Yaris,2013,19.35260091,1307.216441,126.2926728,Diesel,Manual,First,White,Kolkata,115908,1,1,0,1,4,5,12,801920.7662
Hyundai,Verna,2024,16.65665298,1550.761007,,,Manual,First,Silver,Bangalore,8437,1,0,1,1,4,5,1,1075941.783
Mercedes,C-Class,2016,23.78374594,1086.4049,83.69737883,Petrol,Manual,First,Blue,Ahmedabad,155673,1,0,1,1,4,5,9,3638751.119
Toyota,Corolla,2010,17.83857465,1132.122949,107.4300216,Diesel,Manual,Third,Red,Delhi,340095,1,1,0,1,4,5,15,50000
Tata,Harrier,2012,12.81806483,1264.627004,92.130759,,Automatic,First,Black,Mumbai,178555,0,1,1,1,4,7,13,620107.4748
Mercedes,GLA,2005,,1685.538012,187.7161449,Petrol,Manual,Second,Grey,Bangalore,263720,1,1,0,1,4,7,20,1889838.058
Kia,Sonet,2001,13.39761929,,119.0910072,Diesel,Automatic,First,Grey,Kolkata,345192,1,1,0,1,4,5,24,50000
Mahindra,Bolero,2013,,1095.599216,52.4190923,Petrol,Automatic,Second,Blue,Pune,150504,1,0,1,1,4,5,12,537614.5102
Ford,Figo,2014,24.22553375,1180.294266,106.4568696,Hybrid,Manual,First,Blue,Delhi,73568,1,1,1,0,5,7,11,723786.0388
Mercedes,C-Class,2016,,2340.230507,162.971566,,Manual,Second,Brown,Bangalore,141588,1,1,0,1,4,4,9,3134832.73
Nissan,Kicks,2021,19.13403283,1321.669771,98.55243937,Diesel,Manual,First,Blue,Ahmedabad,39360,1,1,1,1,4,5,4,1324853.234
BMW,3 Series,2010,16.21179917,1226.785323,89.31826004,Electric,Manual,Second,Silver,Mumbai,245355,1,1,0,1,5,5,15,3012882.831
Mercedes,C-Class,2015,20.8406045,1321.782634,108.8654907,Diesel,Automatic,Fourth+,Red,Delhi,80100,1,1,0,1,4,5,10,2707594.471
Hyundai,i20,2005,14.38599667,2203.761769,176.1056214,Petrol,Manual,First,Red,Bangalore,171260,1,0,1,1,5,7,20,229299.4937
Kia,Carens,2008,20.96713011,910.9941448,80.99261476,Diesel,Manual,First,White,Ahmedabad,216546,0,0,0,1,4,5,17,1030243.346
Hyundai,Creta,2003,21.79277725,1600.18882,90.99760163,Petrol,Manual,First,,Chennai,304436,1,1,0,0,4,5,22,174005.6417
BMW,3 Series,2021,20.60311523,1307.813894,61.80137264,Petrol,Manual,Second,White,Mumbai,48216,1,1,1,1,4,5,4,2887740.074
Ford,EcoSport,2019,20.5201627,1618.428017,150.1800785,Electric,Automatic,First,Silver,Chennai,51084,1,1,0,1,5,5,6,1365047.269
Honda,City,2002,25.95546463,1315.364675,113.7444761,Petrol,Automatic,Fourth+,White,Chennai,356937,1,0,0,1,4,5,23,422617.0751
Honda,Civic,2014,14.85801079,2317.6827,172.2316724,Diesel,Manual,First,Black,Hyderabad,155342,0,1,0,0,5,5,11,613625.4084
Ford,Endeavour,2013,20.67139183,,102.1730879,Petrol,Manual,First,Brown,Delhi,285852,1,1,0,0,2,4,12,218792.1002
Skoda,Kushaq,2024,18.95114012,1519.881879,99.36828328,,Manual,First,White,Kolkata,21360,1,1,3,1,2,7,1,774620.0638
Audi,A4,2008,,1160.09549,125.928722,Petrol,Manual,First,Silver,Pune,229653,1,0,2,0,4,5,17,2854664.826
Nissan,Magnite,2023,16.38862978,1808.19693,135.9006116,Diesel,Manual,First,Grey,Chennai,33846,1,1,1,1,5,5,2,957480.851
Tata,Harrier,2004,,1566.086183,110.1575909,Diesel,Manual,First,Silver,Pune,480648,1,1,0,1,5,4,21,50000
Volkswagen,Virtus,2023,17.86928228,1653.78664,108.6208103,Petrol,Manual,Third,Silver,Chennai,36822,0,0,0,1,2,5,2,1025650.878
Skoda,Slavia,2006,,800,51.16984991,Diesel,Manual,First,Black,Chennai,420299,1,1,1,1,4,7,19,469349.4276
Kia,Sonet,2009,18.81260799,1880.328374,149.8260178,Diesel,Manual,First,,Pune,396848,1,1,0,1,5,5,16,725467.4648
Mahindra,Scorpio,2008,17.2772563,800,49.5261005,Electric,Manual,Second,,Pune,353838,1,1,0,1,5,5,17,324750.9588
BMW,X1,2017,,2279.661446,202.7189139,Diesel,Manual,First,Silver,Delhi,181408,0,1,0,1,4,5,8,1889607.905
Hyundai,i20,2000,21.25710591,935.0003923,65.83180582,Diesel,Manual,Second,Black,Kolkata,155575,1,0,1,1,5,5,25,187901.878
Skoda,Octavia,2001,15.39686586,1413.208356,146.3742849,,Manual,First,Blue,Pune,478560,1,1,0,0,4,5,24,508830.0159
Hyundai,Verna,2014,15.01001296,1020.199275,88.16646215,Petrol,Manual,First,Grey,Hyderabad,133408,1,1,1,1,4,5,11,729279.4651
BMW,X3,2020,15.51613366,1040.76331,98.08998606,Diesel,Manual,First,,Pune,35000,1,1,0,0,5,5,5,2932301.72
Honda,Amaze,2022,18.17176853,1254.163755,151.4146652,Hybrid,Automatic,First,Blue,Pune,58401,1,0,1,1,2,5,3,1319606.396
BMW,X1,2017,16.37152155,1490.264631,136.6010189,Hybrid,Manual,First,,Mumbai,134792,1,1,0,1,5,5,8,2904742.068
BMW,X1,2012,20.10839965,970.3714826,97.62723726,Petrol,Automatic,First,Blue,Mumbai,219362,1,1,0,1,4,5,13,755532.7535
Volkswagen,Virtus,2007,21.45374042,1229.554131,107.3501874,Petrol,Manual,First,Brown,Pune,161982,1,1,0,1,5,5,18,150943.133
Ford,Endeavour,2007,18.0105482,1687.213598,106.2648479,Diesel,Manual,First,Brown,Bangalore,104148,0,1,0,1,4,4,18,377277.1431
Audi,Q3,2002,21.33931026,800,46.01886835,Petrol,Manual,Second,Red,Hyderabad,201940,1,1,0,1,4,5,23,601480.6497
Hyundai,Verna,2020,13.68284596,1966.539307,153.7226212,Electric,Manual,First,Brown,Chennai,96035,0,1,0,0,5,5,5,929956.6391
Tata,Nexon,2016,13.08843175,1927.12668,103.2706263,,Automatic,First,White,Bangalore,63189,0,1,0,1,5,5,9,852617.5152
Volkswagen,Polo,2021,16.29473113,1887.596083,162.294398,Petrol,Manual,Fourth+,White,,82680,1,1,0,1,5,5,4,1222000.992
Nissan,Sunny,2005,16.79856359,1828.886528,125.0742081,electrik,Manual,First,Grey,Mumbai,104240,0,0,0,1,4,7,20,413423.8134
Mercedes,GLA,2011,17.80282461,962.8210382,69.95799215,Petrol,Automatic,Second,Black,,114338,1,1,1,1,5,5,14,2777643.205
Kia,Carens,2006,21.19467916,1918.315786,164.2017802,CNG,Automatic,First,Brown,Bangalore,164768,1,0,0,1,4,5,19,716142.0934
Nissan,Kicks,2018,13.35078303,1735.322313,137.5876418,Petrol,Automatic,Third,Brown,Kolkata,127463,1,0,0,0,4,5,7,806500.5908
Mahindra,Scorpio,2007,19.55365182,1306.075819,107.8045402,Petrol,Automatic,Second,Red,Pune,195588,1,1,0,1,5,5,18,50000
Mercedes,GLA,2011,12.75546765,1778.255166,148.1352127,petrol,Manual,Second,Brown,Bangalore,227430,0,0,0,1,4,5,14,1455197.07
Toyota,Corolla,2024,22.19176669,1404.996098,122.2514841,Diesel,Manual,First,White,Ahmedabad,6615,1,0,0,1,2,7,1,1030377.604
Audi,Q5,2004,,1523.518355,107.3412601,Petrol,Automatic,First,Blue,Delhi,160104,1,1,0,0,5,5,21,596861.4371
Audi,A4,2021,,1174.390424,96.58666357,,Manual,First,White,Delhi,29960,1,1,0,1,4,5,4,2007191.042
Mercedes,E-Class,2024,14.13247835,800,61.85509663,Petrol,Automatic,First,Black,,16544,1,1,0,1,4,5,1,1677338.5
Mercedes,E-Class,2009,25.38215239,1034.675544,91.32891776,CNG,Manual,Second,Red,Ahmedabad,182064,1,1,0,1,4,2,16,2068035.64
Toyota,Yaris,2002,13.36189312,1443.899937,126.6248689,Petrol,Manual,First,,Bangalore,325404,1,1,0,0,5,4,23,398959.1157
Audi,A4,2009,14.87192887,1381.107828,127.5688025,,Manual,First,Silver,Mumbai,96672,1,1,0,1,5,7,16,2066828.894
Mahindra,Bolero,2005,15.87525199,1499.459431,110.0283601,Petrol,Automatic,First,Grey,Kolkata,360220,1,0,0,1,5,5,20,50000
Kia,Carens,2017,22.98330689,2145.709088,163.8465317,,Manual,First,Silver,Bangalore,155072,1,1,0,1,5,7,8,972573.4096
Honda,City,2011,,1624.905566,122.497806,Diesel,Automatic,Second,Black,Delhi,341726,1,1,0,1,4,5,14,86325.13299
Mahindra,Bolero,2005,24.61804433,1876.712535,155.0146319,Diesel,,Second,Silver,Kolkata,343320,1,1,0,1,5,5,20,582338.0121
BMW,X1,2002,24.51724182,1855.207166,134.8790868,hybridd,Manual,Second,Blue,Bangalore,426926,1,1,0,1,5,5,23,1421741.94
Toyota,Yaris,2023,20.34174709,2348.906527,183.9518339,Petrol,Automatic,Second,Black,Bangalore,11288,1,0,0,1,5,5,2,1484505.635
Nissan,Magnite,2018,15.28934815,1635.766491,165.6578863,Diesel,,First,White,Chennai,100457,1,1,1,1,4,5,7,651590.0367
Nissan,Magnite,2017,,1015.590643,71.60599696,,Automatic,First,Silver,,140816,1,0,0,1,5,5,8,469793.699
Kia,Sonet,2007,19.44592702,1320.6077,,Petrol,Automatic,Second,Black,Delhi,147348,1,1,1,1,4,5,18,494307.8906
Volkswagen,Taigun,2009,18.49669602,967.7304904,,Diesel,Manual,Second,White,Ahmedabad,207904,1,1,0,1,4,4,16,287261.2642
Toyota,Camry,2021,14.95841015,1186.326095,95.29130022,Diesel,Automatic,First,Grey,Hyderabad,229880,1,1,0,1,4,4,4,4198061.525
Hyundai,Creta,2020,,1714.472371,173.6686549,Petrol,Automatic,Third,Brown,Hyderabad,104420,1,1,1,0,4,5,5,1032776.667
Toyota,Camry,2000,17.59677324,,146.1343382,CNG,Automatic,Second,Silver,Chennai,374100,0,1,0,1,4,5,25,50000
Nissan,Kicks,2008,13.04838939,888.3872694,57.77659225,Diesel,,Second,Black,Ahmedabad,307836,0,0,0,1,5,5,17,526393.8345
Toyota,Corolla,2018,21.20120019,1258.412022,101.0083128,Electric,Manual,First,Brown,Delhi,108689,1,0,0,1,5,5,7,1345104.048
BMW,3 Series,2013,20.168461,1294.472218,101.9724411,Petrol,Manual,First,White,Kolkata,111756,1,0,0,1,5,5,12,3093231.021
BMW,3 Series,2021,19.73782168,1515.27886,151.023326,Petrol,,First,Blue,Mumbai,83876,1,1,0,0,4,5,4,3547357.881
Toyota,Camry,2022,13.62967916,1505.2367,106.8575473,Diesel,Automatic,First,Black,Kolkata,19425,1,1,1,1,4,5,3,1326945.197
Toyota,Corolla,2011,14.76426095,1316.634143,91.16007958,Petrol,Automatic,First,White,Mumbai,242634,1,1,0,1,4,5,14,646742.562
Hyundai,Creta,2017,17.0763009,,86.72237439,Hybrid,Automatic,First,Brown,Hyderabad,84624,1,1,0,1,4,5,8,822925.5483
Kia,Carens,2008,18.80593287,2191.247023,209.4730066,Electric,Automatic,Second,Red,,203405,1,1,0,1,4,5,17,683625.073
Tata,Nexon,2021,12.87359688,1562.789662,108.2356564,Petrol,Manual,Second,Grey,Kolkata,52448,1,1,0,1,4,7,4,600374.7339
Audi,Q5,2015,12.25818554,2302.484483,213.5470476,Diesel,Automatic,Third,Silver,Kolkata,174130,1,0,0,0,4,7,10,1788263.038
Hyundai,Creta,2021,18.09197022,1485.555238,66.02523479,Diesel,Automatic,Second,Grey,Chennai,66940,1,1,0,1,4,5,4,1098666.734
Audi,Q5,2022,26.80375341,1061.543246,63.66396408,Petrol,,First,Silver,Mumbai,15558,0,0,0,1,5,7,3,2886992.014
Honda,Amaze,2003,,1802.145004,122.8701507,Petrol,Manual,Second,Red,Mumbai,219516,1,1,0,1,4,5,22,443104.0269
Audi,A4,2014,20.02616462,1210.598556,105.9363656,Diesel,Automatic,First,Blue,Mumbai,262592,1,1,0,1,4,5,11,3165611.371
Toyota,Corolla,2002,18.42119892,,164.8161019,Hybrid,Manual,Third,Grey,Ahmedabad,461564,1,1,0,0,5,5,23,222411.2436
Volkswagen,Virtus,2017,25.59742749,2177.306456,185.4801362,Petrol,Automatic,Second,,Bangalore,156168,1,1,1,1,4,5,8,573550.2602
Ford,Figo,2012,28.65843331,1334.819381,114.0601643,Petrol,Manual,First,Black,Hyderabad,159094,1,1,1,1,4,5,13,223693.4085
Ford,Figo,2000,13.81476228,1357.947928,166.2891382,Diesel,Automatic,Second,Blue,Bangalore,410475,1,1,0,0,4,5,25,50000
Ford,Endeavour,2016,20.6237462,1499.770062,114.4387201,CNG,Manual,Fourth+,Black,Bangalore,149427,1,1,0,1,4,7,9,980136.4242
Ford,Figo,2013,16.48867761,1613.549429,158.0130928,CNG,Automatic,Second,Red,Delhi,2042124,1,1,0,1,5,5,12,5610156.953
Tata,Punch,2010,20.27360086,2160.433092,188.9186409,hybridd,Manual,First,Black,Ahmedabad,182925,1,1,2,0,5,4,15,169570.4354
Honda,Amaze,2023,13.01578705,,98.5983398,Petrol,Manual,First,Silver,Ahmedabad,21850,1,1,0,1,5,5,2,1178291.351
Honda,Civic,2014,17.11382576,1171.501635,62.77586737,Petrol,Manual,First,Grey,Pune,113465,1,1,0,1,5,5,11,995000.0129
Ford,Endeavour,2007,,1003.653669,95.49905401,CNG,Manual,First,Silver,,187398,1,1,0,1,4,5,18,125018.8427
Ford,Figo,2022,13.62228255,1760.602465,171.1268881,Petrol,Manual,First,White,Kolkata,22641,1,1,0,1,5,5,3,1665889.323
